Time;NOK;USD;DKK;PLN;SEK
5,26;0,445956416;0,843449022;0,174840246;0,669446282;0,275907198
5,27;0,446235227;0,837837605;0,17233062;0,670529125;0,281960712
5,28;0,446311013;0,83234714;0,169830317;0,671158608;0,287906385
5,29;0,445761294;0,826547886;0,1673209;0,670825178;0,294088329
5,3;0,444093341;0,819823708;0,164770023;0,66898536;0,30095178
5,31;0,441587352;0,812379923;0,162181073;0,666009597;0,308301427
5,32;0,438532745;0,804432063;0,159557904;0,662279053;0,315934162
5,33;0,435218941;0,796195659;0,15690437;0,658174891;0,323646874
5,34;0,43193536;0,787886244;0,154224325;0,654078275;0,331236455
5,35;0,42897142;0,779719349;0,151521623;0,65037037;0,338499793
5,36;0,426616543;0,771910505;0,148800116;0,647432339;0,34523378
5,37;0,425160148;0,764675246;0,146063661;0,645645346;0,351235306
5,38;0,424716758;0,758102362;0,143282309;0,6450565;0,356522182
5,39;0,424420398;0,751570906;0,140268776;0,643944066;0,362248289
5,4;0,424114653;0,744975352;0,137022918;0,642103263;0,36851186
5,41;0,423806229;0,738328463;0,133579687;0,63965241;0,375193703
5,42;0,423501828;0,731643004;0,129974035;0,636709831;0,382174625
5,43;0,423208153;0,724931737;0,126240915;0,633393846;0,389335435
5,44;0,422931909;0,718207428;0,122415279;0,629822777;0,396556941
5,45;0,422679798;0,711482841;0,118532078;0,626114945;0,403719951
5,46;0,422458525;0,704770739;0,114626265;0,622388672;0,410705273
5,47;0,422274792;0,698083886;0,110732792;0,618762278;0,417393715
5,48;0,422135303;0,691435046;0,106886612;0,615354087;0,423666086
5,49;0,422046762;0,684836984;0,103122676;0,612282418;0,429403192
5,5;0,422015872;0,678302463;0,099475936;0,609665593;0,434485843
5,51;0,422049337;0,671844248;0,095981345;0,607621935;0,438794845
5,52;0,42215386;0,665475102;0,092673854;0,606269763;0,442211009
5,53;0,422336144;0,65920779;0,089588417;0,6057274;0,44461514
5,54;0,42308017;0,652744813;0,086461677;0,606841125;0,445745168
5,55;0,42488235;0,645750977;0,082953424;0,610264815;0,445559405
5,56;0,42729946;0,638481109;0,079262219;0,615070768;0,444454827
5,57;0,429877336;0,631197021;0,075593153;0,620313655;0,442832684
5,58;0,432161813;0,624160522;0,072151317;0,625048148;0,441094224
5,59;0,433698726;0,617633421;0,069141805;0,628328917;0,439640697
5,6;0,434381018;0,611640082;0,066616011;0,630074899;0,438416542
5,61;0,435240457;0,605459385;0,064120483;0,632919725;0,4359994
5,62;0,436349061;0,599067671;0,06162604;0,636959955;0,432390854
5,63;0,437663517;0,592521963;0,059154539;0,641998553;0,427751293
5,64;0,439140515;0,585879286;0,056727835;0,647838485;0,422241107
5,65;0,440736742;0,579196662;0,054367785;0,654282713;0,416020685
5,66;0,442408887;0,572531115;0,052096243;0,661134202;0,409250416
5,67;0,444113637;0,565939668;0,049935067;0,668195917;0,40209069
5,68;0,445807681;0,559479344;0,047906111;0,67527082;0,394701897
5,69;0,447447708;0,553207168;0,046031231;0,682161877;0,387244424
5,7;0,448990404;0,547180161;0,044332284;0,688672052;0,379878662
5,71;0,45039246;0,541455348;0,042831126;0,694604308;0,372765
5,72;0,451610562;0,536089752;0,041549611;0,699761609;0,366063828
5,73;0,452601399;0,531140395;0,040509597;0,703946921;0,359935534
5,74;0,45332166;0,526664302;0,039732938;0,706963206;0,354540508
5,75;0,453728032;0,522718496;0,039241491;0,70861343;0,35003914
5,76;0,453576608;0,519149842;0,039119743;0,708930418;0,345779125
5,77;0,452760274;0,515776985;0,039390327;0,708205645;0,341095606
5,78;0,451440905;0,512614618;0,039982321;0,706630046;0,33613014
5,79;0,449780376;0,509677435;0,040824801;0,704394559;0,331024285
5,8;0,447940564;0,506980129;0,041846842;0,701690118;0,325919599
5,81;0,446083344;0,504537392;0,042977521;0,69870766;0,320957639
5,82;0,444370591;0,50236392;0,044145915;0,695638121;0,316279965
5,83;0,442964181;0,500474404;0,045281099;0,692672436;0,312028132
5,84;0,44202599;0,498883538;0,046312151;0,690001542;0,308343701
5,85;0,441614797;0,497585542;0,047300347;0,687583802;0,305283543
5,86;0,441421122;0,496517766;0,048678221;0,684671809;0,302594481
5,87;0,44138397;0,495686731;0,0504366;0,681231066;0,300218223
5,88;0,441475;0,495106307;0,052519058;0,677307397;0,298122898
5,89;0,441665872;0,494790364;0,05486917;0,67294663;0,296276636
5,9;0,441928246;0,494752772;0,05743051;0,66819459;0,294647566
5,91;0,442233782;0,495007403;0,060146653;0,663097103;0,293203819
5,92;0,442554141;0,495568128;0,062961171;0,657699996;0,291913523
5,93;0,442860983;0,496448815;0,065817641;0,652049095;0,290744809
5,94;0,443125966;0,497663337;0,068659635;0,646190226;0,289665806
5,95;0,443320753;0,499225563;0,071430729;0,640169214;0,288644644
5,96;0,443417002;0,501149365;0,074074497;0,634031887;0,287649452
5,97;0,443386374;0,503448612;0,076534513;0,62782407;0,28664836
5,98;0,443200529;0,506137175;0,078754351;0,621591589;0,285609497
5,99;0,442831126;0,509228925;0,080677585;0,615380271;0,284500994
6;0,442249826;0,512737733;0,082247791;0,609235942;0,28329098
6,01;0,44142829;0,516677469;0,083408541;0,603204427;0,281947585
6,02;0,440338176;0,521062003;0,084103412;0,597331554;0,280438937
6,03;0,438951146;0,525905206;0,084275975;0,591663147;0,278733168
6,04;0,436968766;0,531755462;0,083948302;0,585575205;0,276579548
6,05;0,434036376;0,539318778;0,083244572;0,578156971;0,27369497
6,06;0,430296511;0,548349759;0,082204701;0,569627296;0,270208461
6,07;0,425897678;0,558591396;0,080867247;0,560219184;0,266253949
6,08;0,420988387;0,56978668;0,07927077;0,550165642;0,26196536
6,09;0,415717143;0,581678601;0,077453831;0,539699677;0,257476622
6,1;0,410232456;0,59401015;0,075454988;0,529054294;0,252921662
6,11;0,404682833;0,606524318;0,073312803;0,5184625;0,248434406
6,12;0,399216782;0,618964096;0,071065833;0,508157302;0,244148782
6,13;0,393982811;0,631072474;0,06875264;0,498371705;0,240198717
6,14;0,389129427;0,642592442;0,066411783;0,489338716;0,236718137
6,15;0,384805138;0,653266993;0,064081821;0,481291341;0,233840969
6,16;0,381158453;0,662839116;0,061801315;0,474462586;0,231701142
6,17;0,378337878;0,671051802;0,059608824;0,469085458;0,23043258
6,18;0,376491923;0,677648042;0,057542907;0,465392963;0,230169213
6,19;0,375729491;0,682424216;0,055616026;0,463563021;0,231024358
6,2;0,375310232;0,686361486;0,05331892;0,462572596;0,232632873
6,21;0,374965004;0,689904664;0,050547018;0,46200528;0,23478413
6,22;0,374774758;0,693040947;0,047440138;0,461924543;0,237436506
6,23;0,374820449;0,695757535;0,044138097;0,462393857;0,240548381
6,24;0,375183027;0,698041625;0,040780713;0,463476694;0,244078132
6,25;0,375943445;0,699880415;0,037507803;0,465236524;0,247984138
6,26;0,377182656;0,701261105;0,034459185;0,46773682;0,252224778
6,27;0,378981612;0,702170891;0,031774676;0,471041052;0,256758429
6,28;0,381421265;0,702596972;0,029594094;0,475212692;0,26154347
6,29;0,3848785;0,702023716;0,02769703;0,481043652;0,267154113
6,3;0,389747371;0,69977388;0,025597054;0,489505279;0,274417771
6,31;0,395845961;0,696055876;0,023336713;0,5002475;0,283115989
6,32;0,40298561;0,691088984;0,02096567;0,512904252;0,293017247
6,33;0,41097766;0,685092483;0,018533588;0,527109476;0,303890027
6,34;0,419633453;0,67828565;0,016090132;0,542497111;0,315502809
6,35;0,428764329;0,670887765;0,013684963;0,558701097;0,327624075
6,36;0,438181631;0,663118108;0,011367747;0,575355372;0,340022305
6,37;0,447696698;0,655195956;0,009188146;0,592093876;0,35246598
6,38;0,457120872;0,647340588;0,007195823;0,608550549;0,364723582
6,39;0,466265495;0,639771284;0,005440441;0,62435933;0,376563591
6,4;0,474941908;0,632707323;0,003971665;0,639154158;0,387754488
6,41;0,482961453;0,626367982;0,002839158;0,652568974;0,398064754
6,42;0,490135469;0,620972541;0,002092582;0,664237715;0,407262871
6,43;0,496275299;0,616740279;0,001781602;0,673794322;0,415117319
6,44;0,501242164;0,613882768;0,001960373;0,680945241;0,421422242
6,45;0,505970037;0,612320881;0,002734949;0,687020538;0,426612347
6,46;0,510807153;0,611756071;0,004047715;0,692658152;0,431040779
6,47;0,515661928;0,611912757;0,005785338;0,69787982;0,434866301
6,48;0,520442781;0,612515358;0,007834488;0,702707279;0,438247678
6,49;0,52505813;0,613288292;0,010081835;0,707162266;0,441343673
6,5;0,529416392;0,613955976;0,012414046;0,71126652;0,444313052
6,51;0,533425985;0,61424283;0,014717791;0,715041777;0,447314577
6,52;0,536995326;0,613873272;0,01687974;0,718509776;0,450507014
6,53;0,540032834;0,612571719;0,018786561;0,721692252;0,454049126
6,54;0,542518346;0,610812257;0,020658276;0,724053081;0,457561878
6,55;0,544547435;0,609611011;0,022944435;0,724837941;0,460318309
6,56;0,546155041;0,608875132;0,025593376;0,72424778;0,462415764
6,57;0,547374971;0,608496908;0,028546782;0,722495431;0,463962431
6,58;0,548241032;0,608368625;0,031746332;0,719793722;0,465066499
6,59;0,54878703;0,608382573;0,035133708;0,716355487;0,465836157
6,6;0,549046774;0,608431038;0,038650589;0,712393555;0,466379593
6,61;0,549054069;0,608406309;0,042238658;0,708120758;0,466804996
6,62;0,548842724;0,608200673;0,045839594;0,703749928;0,467220554
6,63;0,548446544;0,607706418;0,049395078;0,699493894;0,467734456
6,64;0,547899338;0,606815832;0,052846792;0,695565488;0,46845489
6,65;0,547234912;0,605421202;0,056136415;0,692177542;0,469490046
6,66;0,546487074;0,603414817;0,059205628;0,689542886;0,470948111
6,67;0,54568963;0,600688964;0,061996113;0,687874351;0,472937275
6,68;0,544876388;0,59713593;0,06444955;0,687384769;0,475565725
6,69;0,544065734;0,592632436;0,066516026;0,688254182;0,47893412
6,7;0,542955016;0,586805252;0,068342453;0,689904605;0,482937025
6,71;0,541448957;0,579674454;0,070016799;0,692011949;0,487448016
6,72;0,539592065;0,571427947;0,071558681;0,694522197;0,492391194
6,73;0,537428846;0,562253639;0,072987717;0,697381332;0,497690655
6,74;0,53500381;0,552339432;0,074323523;0,700535337;0,5032705
6,75;0,532361462;0,541873233;0,075585718;0,703930195;0,509054827
6,76;0,529546312;0,531042948;0,076793919;0,70751189;0,514967734
6,77;0,526602866;0,520036481;0,077967743;0,711226403;0,520933321
6,78;0,523575633;0,509041737;0,079126808;0,715019718;0,526875685
6,79;0,52050912;0,498246623;0,080290731;0,718837818;0,532718925
6,8;0,517447835;0,487839043;0,081479129;0,722626686;0,53838714
6,81;0,514436284;0,478006903;0,082711621;0,726332305;0,543804429
6,82;0,511518977;0,468938107;0,084007823;0,729900658;0,548894891
6,83;0,508740421;0,460820562;0,085387353;0,733277727;0,553582623
6,84;0,506145123;0,453842173;0,086869829;0,736409497;0,557791725
6,85;0,503537082;0,447886193;0,088381768;0,739466595;0,561497482
6,86;0,500142732;0,441950732;0,089622883;0,743177901;0,564877188
6,87;0,496111365;0,436015703;0,090646176;0,747433201;0,568008131
6,88;0,491683452;0,430168333;0,09153977;0,75203812;0,570952409
6,89;0,48709946;0,424495851;0,092391788;0,756798281;0,573772119
6,9;0,482599858;0,419085484;0,093290355;0,76151931;0,576529358
6,91;0,478425116;0,414024461;0,094323592;0,766006829;0,579286222
6,92;0,474815702;0,409400009;0,095579625;0,770066463;0,582104808
6,93;0,472012086;0,405299355;0,097146575;0,773503836;0,585047214
6,94;0,470225083;0,401820361;0,099114169;0,776139853;0,588159436
6,95;0,468975409;0,39924063;0,101567735;0,778174472;0,591138211
6,96;0,468002107;0,397591568;0,104477389;0,779753261;0,593861867
6,97;0,467286826;0,396793217;0,107785121;0,780905206;0,596349607
6,98;0,466811214;0,396765618;0,111432921;0,781659292;0,598620634
6,99;0,46655692;0,397428813;0,11536278;0,782044503;0,60069415
7;0,466505593;0,398702843;0,119516689;0,782089826;0,602589358
7,01;0,466638882;0,40050775;0,123836638;0,781824245;0,604325461
7,02;0,466938436;0,402763574;0,128264617;0,781276745;0,605921662
7,03;0,467385904;0,405390358;0,132742617;0,780476312;0,607397162
7,04;0,467962935;0,408308142;0,137212629;0,779451931;0,608771166
7,05;0,468651177;0,411436968;0,141616643;0,778232587;0,610062875
7,06;0,469432279;0,414696877;0,145896649;0,776847266;0,611291493
7,07;0,47028789;0,41800791;0,149994638;0,775324952;0,612476222
7,08;0,47119966;0,42129011;0,153852601;0,77369463;0,613636264
7,09;0,472149237;0,424463517;0,157412528;0,771985287;0,614790824
7,1;0,473118269;0,427448173;0,16061641;0,770225906;0,615959102
7,11;0,474088406;0,430164118;0,163406237;0,768445474;0,617160303
7,12;0,475041297;0,432531395;0,165723999;0,766672975;0,618413628
7,13;0,47595859;0,434470045;0,167511688;0,764937395;0,619738281
7,14;0,476821935;0,435900109;0,168711293;0,763267719;0,621153464
7,15;0,47761298;0,436741629;0,169264805;0,761692932;0,62267838
7,16;0,478419336;0,43692173;0,16912239;0,760297151;0,624363468
7,17;0,480190025;0,436521025;0,168374765;0,759569606;0,626484374
7,18;0,482787608;0,435736074;0,167174571;0,759349534;0,628939997
7,19;0,485751516;0,434761641;0,165664829;0,759299153;0,631528052
7,2;0,488621181;0,43379249;0,163988562;0,75908068;0,634046252
7,21;0,490936035;0,433023386;0,16228879;0,758356332;0,636292311
7,22;0,492247378;0,432644847;0,160699712;0,756797275;0,638069025
7,23;0,493115061;0,432476409;0,158669173;0,754830597;0,639613143
7,24;0,494051411;0,432322239;0,155879019;0,752833469;0,641147849
7,25;0,495044397;0,432167779;0,152439204;0,750784992;0,642673139
7,26;0,496081987;0,43199847;0,148459684;0,748664269;0,644189007
7,27;0,497152148;0,431799754;0,144050414;0,746450399;0,645695451
7,28;0,498242848;0,431557073;0,139321352;0,744122485;0,647192466
7,29;0,499342056;0,431255868;0,134382452;0,741659629;0,648680047
7,3;0,50043774;0,430881581;0,129343669;0,73904093;0,650158191
7,31;0,501517866;0,430419652;0,124314961;0,736245492;0,651626893
7,32;0,502570404;0,429855525;0,119406282;0,733252415;0,65308615
7,33;0,503583322;0,42917464;0,114727588;0,7300408;0,654535956
7,34;0,504544587;0,428362439;0,110388834;0,72658975;0,655976308
7,35;0,505442167;0,427404364;0,106499977;0,722878365;0,657407201
7,36;0,506264031;0,426285855;0,103170973;0,718885747;0,658828631
7,37;0,506998145;0,424992355;0,100511776;0,714590998;0,660240595
7,38;0,507487479;0,423582322;0,098439965;0,709845217;0,661490613
7,39;0,506959123;0,422447894;0,095936636;0,70397088;0,661765831
7,4;0,505534929;0,421567271;0,0929843;0,697103713;0,661174437
7,41;0,503493874;0,420842149;0,089760669;0,689519817;0,659988426
7,42;0,501114934;0,42017422;0,086443453;0,681495296;0,658479794
7,43;0,498677087;0,41946518;0,083210367;0,67330625;0,656920536
7,44;0,496459308;0,418616722;0,08023912;0,665228782;0,655582649
7,45;0,494740574;0,417530542;0,077707425;0,657538994;0,654738128
7,46;0,493799863;0,416108333;0,075792995;0,650512988;0,654658968
7,47;0,493907104;0,414249701;0,07467095;0,644415619;0,65560827
7,48;0,494576923;0,411730995;0,074268752;0,63859418;0,657106955
7,49;0,49540228;0,40850719;0,074437649;0,632560566;0,658754466
7,5;0,496383935;0,404658412;0,0751266;0,626346617;0,660551507
7,51;0,497522647;0,40026479;0,076284563;0,619984171;0,66249878
7,52;0,498819176;0,395406452;0,077860494;0,61350507;0,664596988
7,53;0,500274279;0,390163524;0,07980335;0,606941152;0,666846836
7,54;0,501888717;0,384616136;0,082062091;0,600324259;0,669249027
7,55;0,50366325;0,378844415;0,084585672;0,593686228;0,671804263
7,56;0,505598635;0,372928488;0,087323051;0,587058901;0,674513248
7,57;0,507695634;0,366948484;0,090223186;0,580474118;0,677376686
7,58;0,509955004;0,36098453;0,093235034;0,573963717;0,680395279
7,59;0,512377505;0,355116754;0,096307553;0,567559539;0,683569731
7,6;0,514963897;0,349425285;0,0993897;0,561293423;0,686900746
7,61;0,517714938;0,343990249;0,102430432;0,55519721;0,690389026
7,62;0,520631389;0,338891775;0,105378707;0,549302739;0,694035275
7,63;0,523714008;0,33420999;0,108183482;0,54364185;0,697840196
7,64;0,526963555;0,330025022;0,110793715;0,538246383;0,701804492
7,65;0,530380788;0,326416999;0,113158364;0,533148178;0,705928867
7,66;0,533966468;0,323466049;0,115226384;0,528379074;0,710214025
7,67;0,537721353;0,3212523;0,116946735;0,523970912;0,714660667
7,68;0,541646204;0,31985588;0,118268373;0,519955531;0,719269499
7,69;0,545768996;0,319340486;0,119153664;0,516384811;0,724069064
7,7;0,550642289;0,319397104;0,119860291;0,51367665;0,729625463
7,71;0,556348265;0,319861637;0,12050575;0,511852455;0,736025994
7,72;0,562707229;0,320707884;0,12109182;0,510733537;0,743090413
7,73;0,569539484;0,321909647;0,121620277;0,510141204;0,75063848
7,74;0,576665334;0,323440726;0,122092899;0,509896765;0,758489952
7,75;0,583905084;0,325274921;0,122511466;0,50982153;0,766464585
7,76;0,591079036;0,327386034;0,122877755;0,509736808;0,774382139
7,77;0,598007495;0,329747864;0,123193543;0,509463907;0,782062371
7,78;0,604510766;0,332334212;0,123460608;0,508824137;0,789325038
7,79;0,610409151;0,335118879;0,12368073;0,507638808;0,795989898
7,8;0,615522955;0,338075665;0,123855684;0,505729228;0,80187671
7,81;0,619672482;0,341178372;0,123987251;0,502916707;0,80680523
7,82;0,623130732;0,34499256;0,124086041;0,499647024;0,81114216
7,83;0,62684777;0,350718186;0,124166835;0,497217671;0,816028286
7,84;0,630739123;0,357967554;0,124215736;0,495421814;0,821313228
7,85;0,634670494;0,366282718;0,124217687;0,493982208;0,826785512
7,86;0,638507582;0,375205732;0,124157632;0,492621608;0,832233659
7,87;0,642116087;0,384278651;0,124020517;0,491062768;0,837446195
7,88;0,645361712;0,393043531;0,123791286;0,489028443;0,842211643
7,89;0,648110157;0,401042424;0,123454883;0,486241388;0,846318527
7,9;0,650227122;0,407817386;0,122996252;0,482424357;0,849555371
7,91;0,651630588;0,413086191;0,122388972;0,477344337;0,851771529
7,92;0,652766799;0,418348433;0,121514147;0,471297477;0,853459899
7,93;0,653749049;0,423996946;0,120369277;0,464459956;0,854782785
7,94;0,654552539;0,429961704;0,118986512;0,456908106;0,855747777
7,95;0,655152469;0,436172684;0,117398;0,448718259;0,856362464
7,96;0,65552404;0,44255986;0,11563589;0,439966747;0,856634435
7,97;0,655642451;0,449053211;0,113732329;0,4307299;0,856571282
7,98;0,655482905;0,45558271;0,111719467;0,421084052;0,856180593
7,99;0,655020601;0,462078333;0,109629451;0,411105533;0,855469959
8;0,654230739;0,468470058;0,10749443;0,400870676;0,85444697
8,01;0,653088521;0,474687858;0,105346553;0,390455812;0,853119215
8,02;0,651569147;0,480661711;0,103217968;0,379937273;0,851494284
8,03;0,649647818;0,486321591;0,101140822;0,36939139;0,849579768
8,04;0,647299733;0,491597475;0,099147266;0,358894496;0,847383255
8,05;0,644500094;0,496419339;0,097269447;0,348522922;0,844912337
8,06;0,641224101;0,500717158;0,095539513;0,338352999;0,842174602
8,07;0,637446954;0,504420907;0,093989613;0,32846106;0,839177641
8,08;0,633143854;0,507460564;0,092651895;0,318923437;0,835929043
8,09;0,628290002;0,509766103;0,091558508;0,30981646;0,832436399
8,1;0,622688917;0,511123334;0,090637277;0,300922883;0,828491925
8,11;0,615755647;0,511039872;0,089534452;0,291247735;0,823362887
8,12;0,607593017;0,509659427;0,088258726;0,280833897;0,817133496
8,13;0,598370202;0,507183978;0,086856688;0,269831672;0,8099692
8,14;0,588256378;0,503815509;0,085374925;0,258391362;0,802035446
8,15;0,577420721;0,499756002;0,083860026;0,24666327;0,793497681
8,16;0,566032408;0,495207439;0,082358579;0,2347977;0,784521351
8,17;0,554260614;0,490371801;0,080917172;0,222944953;0,775271904
8,18;0,542274514;0,485451072;0,079582393;0,211255334;0,765914786
8,19;0,530243286;0,480647233;0,078400831;0,199879144;0,756615445
8,2;0,518336104;0,476162267;0,077419074;0,188966686;0,747539327
8,21;0,506722145;0,472198155;0,07668371;0,178668264;0,738851879
8,22;0,495570585;0,468956879;0,076241326;0,16913418;0,730718548
8,23;0,4850506;0,466640423;0,076138512;0,160514737;0,723304781
8,24;0,475331365;0,465450767;0,076421856;0,152960238;0,716776025
8,25;0,466582056;0,465589895;0,077137945;0,146620986;0,711297727
8,26;0,457707167;0,46655526;0,078274842;0,141223487;0,706379222
8,27;0,447744376;0,467737334;0,07976317;0,136384151;0,701469371
8,28;0,437062638;0,469177623;0,081563362;0,132088136;0,696642912
8,29;0,426030907;0,470917632;0,083635849;0,1283206;0,691974581
8,3;0,415018137;0,472998868;0,085941062;0,125066702;0,687539115
8,31;0,404393283;0,475462837;0,088439433;0,1223116;0,683411252
8,32;0,394525298;0,478351044;0,091091393;0,120040451;0,679665727
8,33;0,385783139;0,481704997;0,093857374;0,118238414;0,676377278
8,34;0,378535758;0,4855662;0,096697807;0,116890648;0,673620641
8,35;0,372832516;0,490179204;0,099690656;0,11612101;0,67146032
8,36;0,367672773;0,496241996;0,103225036;0,116393694;0,669874543
8,37;0,362937823;0,503631826;0,107274329;0,117649533;0,668805593
8,38;0,358615072;0,512147149;0,111768897;0,119777161;0,668196348
8,39;0,354691924;0,521586425;0,116639103;0,122665218;0,667989685
8,4;0,351155785;0,531748109;0,121815311;0,126202338;0,66812848
8,41;0,34799406;0,542430659;0,127227885;0,130277159;0,668555613
8,42;0,345194155;0,553432531;0,132807187;0,134778319;0,669213958
8,43;0,342743476;0,564552183;0,138483581;0,139594453;0,670046395
8,44;0,340629426;0,575588072;0,14418743;0,144614198;0,670995801
8,45;0,338839412;0,586338656;0,149849098;0,149726192;0,672005052
8,46;0,337360839;0,59660239;0,155398948;0,154819071;0,673017026
8,47;0,336181113;0,606177732;0,160767344;0,159781472;0,6739746
8,48;0,335287638;0,61486314;0,165884648;0,164502032;0,674820651
8,49;0,33466782;0,62245707;0,170681225;0,168869388;0,675498058
8,5;0,334309064;0,62875798;0,175087437;0,172772176;0,675949696
8,51;0,335364691;0,634656052;0,179075428;0,176796724;0,676822453
8,52;0,338642883;0,641036009;0,182723929;0,181502008;0,678647419
8,53;0,343613337;0,647688116;0,186123186;0,186735639;0,681193778
8,54;0,349745753;0,654402641;0,189363446;0,192345231;0,684230713
8,55;0,356509827;0,660969849;0,192534953;0,198178394;0,68752741
8,56;0,363375257;0,667180007;0,195727955;0,20408274;0,690853053
8,57;0,369811742;0,67282338;0,199032695;0,209905882;0,693976826
8,58;0,37528898;0,677690235;0,202539421;0,21549543;0,696667912
8,59;0,379276668;0,681570837;0,206338378;0,220698997;0,698695496
8,6;0,381694131;0,684396371;0,210545418;0,225459239;0,699929205
8,61;0,383931677;0,686590049;0,215268185;0,230060264;0,700650217
8,62;0,386131247;0,688221633;0,220431117;0,234559472;0,700961949
8,63;0,388285168;0,689315647;0,225945236;0,238984262;0,700938812
8,64;0,390385765;0,689896613;0,231721561;0,243362032;0,700655219
8,65;0,392425364;0,689989055;0,237671112;0,247720181;0,700185581
8,66;0,39439629;0,689617496;0,24370491;0,252086105;0,699604309
8,67;0,39629087;0,688806458;0,249733974;0,256487205;0,698985816
8,68;0,398101429;0,687580466;0,255669326;0,260950878;0,698404513
8,69;0,399820292;0,68596404;0,261421984;0,265504522;0,697934811
8,7;0,401439785;0,683981706;0,26690297;0,270175536;0,697651122
8,71;0,402952235;0,681657986;0,272023302;0,274991317;0,697627858
8,72;0,404349966;0,679017402;0,276694003;0,279979265;0,69793943
8,73;0,405625305;0,676084478;0,280826091;0,285166777;0,698660251
8,74;0,406770577;0,672883737;0,284330587;0,290581252;0,699864731
8,75;0,407778108;0,669439702;0,287118511;0,296250089;0,701627283
8,76;0,408353376;0,664633055;0,289735176;0,302198644;0,703599154
8,77;0,408368743;0,657888344;0,292609744;0,308387711;0,705476677
8,78;0,408066855;0,650045897;0,295479009;0,314747843;0,707401893
8,79;0,407690362;0,64194604;0,298079766;0,321209592;0,709516841
8,8;0,407481912;0,634429099;0,300148812;0,327703508;0,71196356
8,81;0,407684154;0,6283354;0,301422939;0,334160143;0,71488409
8,82;0,408334979;0,623374701;0,301787183;0,340841686;0,718510863
8,83;0,409043679;0,61729452;0,301509748;0,348442228;0,723064694
8,84;0,409772606;0,610171325;0,300671636;0,356837804;0,728422008
8,85;0,410504147;0,602200484;0,299340826;0,365866635;0,734446282
8,86;0,411220694;0,593577365;0,2975853;0,375366945;0,741000994
8,87;0,411904637;0,584497339;0,295473038;0,385176958;0,747949624
8,88;0,412538366;0,575155772;0,293072021;0,395134897;0,755155648
8,89;0,41310427;0,565748034;0,29045023;0,405078985;0,762482545
8,9;0,41358474;0,556469493;0,287675646;0,414847445;0,769793794
8,91;0,413962166;0,547515518;0,284816248;0,4242785;0,776952872
8,92;0,414218938;0,539081478;0,281940018;0,433210375;0,783823258
8,93;0,414337445;0,531362741;0,279114937;0,441481291;0,79026843
8,94;0,414300079;0,524554675;0,276408984;0,448929473;0,796151867
8,95;0,414089228;0,51885265;0,273890141;0,455393143;0,801337046
8,96;0,413687283;0,514452033;0,271626389;0,460710525;0,805687445
8,97;0,41307605;0,511542919;0,269676673;0,464725919;0,809072414
8,98;0,412202136;0,50985071;0,2674095;0,467795451;0,811847095
8,99;0,411059911;0,509070323;0,26447192;0,470236594;0,814302257
9;0,409678335;0,509119767;0,260956894;0,472095578;0,816461439
9,01;0,408086371;0,509917052;0,256957378;0,473418636;0,818348178
9,02;0,40631298;0,511380185;0,252566334;0,474251998;0,819986014
9,03;0,404387124;0,513427174;0,24787672;0,474641896;0,821398483
9,04;0,402337765;0,515976029;0,242981496;0,474634559;0,822609124
9,05;0,400193864;0,518944758;0,237973621;0,47427622;0,823641475
9,06;0,397984382;0,522251369;0,232946053;0,47361311;0,824519073
9,07;0,395738282;0,525813871;0,227991753;0,472691459;0,825265458
9,08;0,393484525;0,529550271;0,22320368;0,471557499;0,825904167
9,09;0,391252073;0,53337858;0,218674792;0,470257461;0,826458737
9,1;0,389069887;0,537216805;0,21449805;0,468837576;0,826952708
9,11;0,386966929;0,540982954;0,210766412;0,467344075;0,827409617
9,12;0,38497216;0,544595036;0,207572838;0,465823188;0,827853002
9,13;0,383114543;0,54797106;0,205010287;0,464321148;0,828306401
9,14;0,381423038;0,551029033;0,203171718;0,462884186;0,828793352
9,15;0,379926608;0,553686966;0,20215009;0,461558531;0,829337394
9,16;0,378650944;0,555924718;0,201992527;0,460355269;0,829922839
9,17;0,3775767;0,558319016;0,202284115;0,458944013;0,830170647
9,18;0,376681757;0,560997345;0,20290404;0,457245102;0,830016463
9,19;0,375950154;0,563918003;0,203852792;0,455274541;0,829506358
9,2;0,375365929;0,567039283;0,20513086;0,453048334;0,828686402
9,21;0,374913122;0,570319482;0,206738735;0,450582483;0,827602664
9,22;0,374575772;0,573716895;0,208676905;0,447892993;0,826301215
9,23;0,374337918;0,577189817;0,210945861;0,444995867;0,824828124
9,24;0,374183598;0,580696543;0,213546092;0,441907109;0,823229462
9,25;0,374096853;0,58419537;0,216478087;0,438642723;0,821551299
9,26;0,37406172;0,587644591;0,219742336;0,435218712;0,819839705
9,27;0,374062238;0,591002504;0,22333933;0,431651079;0,81814075
9,28;0,374082447;0,594227402;0,227269556;0,427955829;0,816500504
9,29;0,374106387;0,597277582;0,231533506;0,424148964;0,814965036
9,3;0,374118094;0,600111338;0,236131668;0,42024649;0,813580418
9,31;0,37410161;0,602686967;0,241064532;0,416264408;0,812392719
9,32;0,374040972;0,604962763;0,246332588;0,412218724;0,811448009
9,33;0,37392022;0,606897023;0,251936326;0,408125439;0,810792357
9,34;0,373723392;0,60844804;0,257876234;0,40400056;0,810471835
9,35;0,373434529;0,609574112;0,264152803;0,399860087;0,810532513
9,36;0,373037667;0,610233532;0,270766523;0,395720027;0,811020459
